Jumlah_ART;Jumlah_Keluarga;sta_bangunan;sta_lahan;luas_lantai;lantai;dinding;kondisi_dinding;atap;kondisi_atap;jumlah_kamar;sumber_airminum;cara_peroleh_airminum;sumber_penerangan;daya;bb_masak;fasbab;kloset;buang_tinja;ada_tabung_gas;ada_lemari_es;ada_ac;ada_pemanas;ada_telepon;ada_tv;ada_emas;ada_laptop;ada_sepeda;ada_motor;ada_mobil;ada_perahu;ada_motor_tempel;ada_perahu_motor;ada_kapal;aset_tak_bergerak;luas_atb;rumah_lain;jumlah_sapi;jumlah_kerbau;jumlah_kambing;sta_art_usaha;desil_susenas
1;1;Milik Sendiri;Milik Sendiri;32;Semen/Bata Merah;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;1;Mata Air Tak Terlindung;Tidak Membeli;Listrik PLN;Tanpa Meteran;Kayu Bakar;Bersama;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;80;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
2;1;Milik Sendiri;Milik Sendiri;60;Ubin/Tegel/Teraso;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Mata Air Terlindung;Langganan;Listrik PLN;Tanpa Meteran;Kayu Bakar;Tidak Ada;0;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1070;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
2;2;Milik Sendiri;Milik Sendiri;48;Ubin/Tegel/Teraso;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Mata Air Terlindung;Langganan;Listrik PLN;Tanpa Meteran;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;100;Tidak Ada;0;0;0;0;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;73;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Mata Air Terlindung;Langganan;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1050;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;50;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Mata Air Terlindung;Langganan;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;60;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;45;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Mata Air Terlindung;Langganan;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;5050;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;80;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Mata Air Terlindung;Langganan;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1200;Tidak Ada;0;0;0;Tidak Ada;Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;40;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Mata Air Terlindung;Langganan;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;2040;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
5;2;Milik Sendiri;Milik Sendiri;96;Semen/Bata Merah;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Mata Air Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;169;Tidak Ada;0;0;2;Tidak Ada;Menerima Bantuan
1;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Mata Air Terlindung;Langganan;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;10000;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
1;1;Milik Sendiri;Milik Sendiri;130;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Keramik;Bagus/Kualitas Tinggi;4;Mata Air Terlindung;Langganan;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;200;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
2;1;Milik Sendiri;Milik Sendiri;50;Semen/Bata Merah;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Pantai/Tanah Lapang/Kebun;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;70;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
2;1;Milik Sendiri;Milik Sendiri;50;Semen/Bata Merah;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Mata Air Terlindung;Langganan;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;129;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;45;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Mata Air Terlindung;Langganan;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;10050;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;48;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Mata Air Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;6332;Tidak Ada;0;0;0;Ada;Menerima Bantuan
2;1;Milik Sendiri;Milik Sendiri;50;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Mata Air Terlindung;Langganan;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;60;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
1;1;Milik Sendiri;Milik Sendiri;35;Ubin/Tegel/Teraso;Anyaman Bambu;0;Genteng Tanah Liat;Jelek/Kualitas Rendah;1;Mata Air Terlindung;Langganan;Listrik PLN;Tanpa Meteran;Kayu Bakar;Tidak Ada;0;Pantai/Tanah Lapang/Kebun;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;40;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;40;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Mata Air Terlindung;Langganan;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;60;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
1;1;Milik Sendiri;Milik Sendiri;100;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Mata Air Terlindung;Langganan;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Pantai/Tanah Lapang/Kebun;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;100;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;54;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;2100;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;24;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;500;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;72;Ubin/Tegel/Teraso;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;5000;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
2;1;Milik Sendiri;Milik Sendiri;92;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;1723;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
1;1;Milik Sendiri;Milik Sendiri;40;Bambu;Anyaman Bambu;0;Genteng Tanah Liat;Jelek/Kualitas Rendah;1;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;0;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
6;1;Milik Sendiri;Milik Sendiri;40;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1500;Tidak Ada;0;0;0;Tidak Ada;Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;35;Bambu;Anyaman Bambu;0;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Tidak Ada;Tidak Pakai;Pantai/Tanah Lapang/Kebun;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Ada;100;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;45;Ubin/Tegel/Teraso;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;98;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;48;Bambu;Anyaman Bambu;0;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Air Kemasan Bermerek0;Membeli Eceran;Listrik PLN;450 Watt;Kayu Bakar;Tidak Ada;Tidak Pakai;Pantai/Tanah Lapang/Kebun;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;100;Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;32;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;148;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;5;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;2200;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
2;1;Milik Sendiri;Milik Sendiri;28;Semen/Bata Merah;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;7000;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;54;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;3100;Tidak Ada;0;0;0;Ada;Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;72;Ubin/Tegel/Teraso;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;2;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;0;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;32;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;600;Tidak Ada;0;0;0;Ada;Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;48;Ubin/Tegel/Teraso;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;4200;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;42;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Mata Air Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Pantai/Tanah Lapang/Kebun;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;5000;Tidak Ada;0;0;0;Ada;Menerima Bantuan
5;1;Milik Sendiri;Milik Orang Lain;65;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;65;Tidak Ada;0;0;0;Ada;Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Air Isi Ulang;Membeli Eceran;Listrik PLN;900 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;60;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;50;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Pantai/Tanah Lapang/Kebun;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;85;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;35;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;2;Mata Air Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;356;Tidak Ada;0;0;0;Tidak Ada;Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;64;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Air Isi Ulang;Membeli Eceran;Listrik PLN;900 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;64;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
6;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;800;Tidak Ada;0;0;0;Tidak Ada;Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;72;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Air Isi Ulang;Membeli Eceran;Listrik PLN;900 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1072;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;40;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Bagus/Kualitas Tinggi;2;Mata Air Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Ada;5000;Tidak Ada;0;0;0;Ada;Menerima Bantuan
4;1;Milik Sendiri;Milik Orang Lain;35;Keramik;Tembok;Jelek/Kualitas Rendah;Asbes;Jelek/Kualitas Rendah;3;Mata Air Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;60;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
6;2;Milik Sendiri;Milik Sendiri;64;Keramik;Anyaman Bambu;0;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Mata Air Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Pantai/Tanah Lapang/Kebun;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;64;Tidak Ada;0;0;0;Tidak Ada;Menerima Bantuan
