Jumlah_ART;Jumlah_Keluarga;sta_bangunan;sta_lahan;luas_lantai;lantai;dinding;kondisi_dinding;atap;kondisi_atap;jumlah_kamar;sumber_airminum;cara_peroleh_airminum;sumber_penerangan;daya;bb_masak;fasbab;kloset;buang_tinja;ada_tabung_gas;ada_lemari_es;ada_ac;ada_pemanas;ada_telepon;ada_tv;ada_emas;ada_laptop;ada_sepeda;ada_motor;ada_mobil;ada_perahu;ada_motor_tempel;ada_perahu_motor;ada_kapal;aset_tak_bergerak;luas_atb;rumah_lain;jumlah_sapi;jumlah_kerbau;jumlah_kambing;sta_art_usaha;desil_susenas
2;1;Milik Sendiri;Milik Sendiri;30;Semen/Bata Merah;Anyaman Bambu;0;Genteng Tanah Liat;Bagus/Kualitas Tinggi;2;Sumur Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Pantai/Tanah Lapang/Kebun;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;50;Tidak Ada;0;0;4;Tidak Ada;Tidak Menerima Bantuan
2;1;Milik Sendiri;Milik Sendiri;42;Bambu;Anyaman Bambu;0;Asbes;Jelek/Kualitas Rendah;2;Mata Air Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;SPAL;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;72;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas > Gas 3 Kg Kg;Tidak Ada;Plengsengan;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;170;Tidak Ada;0;0;0;Tidak Ada;Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Tidak Ada;Plengsengan;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;300;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;50;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;671;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
6;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;2061;Tidak Ada;0;0;0;Tidak Ada;Menerima Bantuan
2;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;2572;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
3;1;Bebas Sewa;Tanah Negara;80;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
1;1;Milik Sendiri;Milik Sendiri;35;Bambu;Anyaman Bambu;0;Genteng Tanah Liat;Jelek/Kualitas Rendah;1;Mata Air Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Bersama;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;35;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
1;1;Milik Sendiri;Milik Sendiri;54;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1570;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;60;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Plengsengan;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1762;Tidak Ada;0;0;2;Tidak Ada;Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;60;Ubin/Tegel/Teraso;Tembok;Jelek/Kualitas Rendah;Asbes;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;SPAL;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;60;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;42;Semen/Bata Merah;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1800;Tidak Ada;0;0;2;Ada;Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;42;Marmer/Granit;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1000;Tidak Ada;0;0;0;Ada;Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;40;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;95000;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;34;Semen/Bata Merah;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Umum;Cemplung/Cubluk;Lainnya;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;600;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
4;1;Bebas Sewa;Tanah Negara;70;Semen/Bata Merah;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;500;Tidak Ada;0;0;0;Tidak Ada;Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;40;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1000;Tidak Ada;0;0;0;Ada;Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;40;Semen/Bata Merah;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1000;Tidak Ada;0;0;0;Ada;Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;42;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1000;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;42;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1000;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;505;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;5;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;9500;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;40;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;2000;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;46;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;3500;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;42;Marmer/Granit;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1500;Tidak Ada;0;0;0;Ada;Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;30;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;125;Tidak Ada;0;0;0;Ada;Menerima Bantuan
2;1;Milik Sendiri;Milik Sendiri;32;Semen/Bata Merah;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Umum;Cemplung/Cubluk;Lainnya;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;700;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;54;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;5000;Tidak Ada;0;0;2;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;40;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1000;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;40;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;5000;Tidak Ada;0;0;0;Ada;Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;36;Semen/Bata Merah;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;36;Tidak Ada;0;0;0;Ada;Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;50;Keramik;Tembok;Bagus/Kualitas Tinggi;Genteng Tanah Liat;Bagus/Kualitas Tinggi;2;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;2500;Tidak Ada;0;0;0;Ada;Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;40;Keramik;Anyaman Bambu;0;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;2500;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;46;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;69;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;54;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;670;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;90;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;4;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;900 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;864;Tidak Ada;0;0;0;Ada;Menerima Bantuan
4;1;Milik Sendiri;Milik Sendiri;56;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;900 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1420;Tidak Ada;0;0;0;Ada;Menerima Bantuan
3;1;Milik Sendiri;Tanah Negara;36;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;3300;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;40;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;2500;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Milik Sendiri;50;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Tak Terlindung;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1722;Tidak Ada;0;0;0;Tidak Ada;Tidak Menerima Bantuan
5;1;Milik Sendiri;Milik Sendiri;68;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Terlindung;Tidak Membeli;Listrik PLN;900 Watt;Kayu Bakar;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;4100;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
2;1;Milik Sendiri;Milik Sendiri;90;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;3;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;2450;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
3;1;Milik Sendiri;Tanah Negara;56;Keramik;Tembok;Jelek/Kualitas Rendah;Genteng Tanah Liat;Jelek/Kualitas Rendah;2;Sumur Bor/Pompa;Tidak Membeli;Listrik PLN;450 Watt;Gas 3 Kg;Sendiri;Leher Angsa;Kolam/Sawah/Sungai/Danau/Laut;Tidak Ada;Ada;Tidak ada;Tidak Ada;Tidak Ada;Ada;Tidak Ada;Tidak Ada;Ada;Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;3450;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
2;1;Milik Sendiri;Milik Sendiri;204;Kayu/Papan Kualitas Rendah;Anyaman Bambu;0;Genteng Tanah Liat;Jelek/Kualitas Rendah;1;Air Kemasan Bermerek0;Tidak Membeli;Listrik PLN;450 Watt;Kayu Bakar;Tidak Ada;Tidak Pakai;Pantai/Tanah Lapang/Kebun;Tidak Ada;Tidak ada;Tidak ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Tidak Ada;Ada;1500;Tidak Ada;0;0;0;Ada;Tidak Menerima Bantuan
