Jumlah_ART,Jumlah_Keluarga,sta_bangunan,sta_lahan,luas_lantai,lantai,dinding,kondisi_dinding,atap,kondisi_atap,jumlah_kamar,sumber_airminum,cara_peroleh_airminum,sumber_penerangan,daya,bb_masak,fasbab,kloset,buang_tinja,ada_tabung_gas,ada_lemari_es,ada_ac,ada_pemanas,ada_telepon,ada_tv,ada_emas,ada_laptop,ada_sepeda,ada_motor,ada_mobil,ada_perahu,ada_motor_tempel,ada_perahu_motor,ada_kapal,aset_tak_bergerak,luas_atb,rumah_lain,jumlah_sapi,jumlah_kerbau,jumlah_kambing,sta_art_usaha,desil_susenas
2,1,1,1,260,2,1,2,5,2,4,1,4,1,4,4,1,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,260,1,0,0,0,1,0
3,1,1,1,45,3,1,2,5,2,2,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1924,1,0,0,0,0,0
3,1,1,1,35,8,1,2,5,2,2,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,10209,1,0,0,0,1,0
1,1,1,1,30,9,2,0,5,2,2,9,4,1,4,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,478,1,0,0,0,0,0
2,1,1,1,50,8,2,0,9,0,2,9,4,1,4,4,4,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,500,1,0,0,0,0,0
2,1,1,1,38,8,2,0,9,0,2,8,4,1,4,4,2,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,650,1,0,0,0,0,0
3,1,1,1,45,6,1,2,5,2,2,8,4,1,4,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,347,1,0,0,0,0,0
3,1,1,1,45,6,1,2,5,2,2,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,78,1,0,0,0,0,0
3,1,1,1,54,3,1,1,5,1,2,9,4,1,4,4,4,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1800,1,0,0,0,0,0
3,1,1,1,54,3,1,2,5,2,2,6,4,1,4,4,1,4,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1200,1,0,0,0,0,0
2,1,1,1,63,3,1,1,5,1,3,9,4,1,4,4,1,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1780,1,0,0,0,0,0
4,1,1,1,60,3,1,1,5,1,3,9,4,1,4,4,4,1,3,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,736,1,0,0,0,0,1
3,1,1,1,48,3,1,2,5,2,2,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,251,1,0,0,0,0,0
3,1,1,1,48,3,1,2,6,2,2,9,4,1,4,4,1,4,5,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,4952,1,0,0,0,0,0
3,1,1,1,49,3,1,2,5,2,3,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1900,1,0,0,0,1,0
2,1,1,1,63,9,2,0,5,2,2,6,4,1,4,4,1,4,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1610,1,0,0,0,0,0
3,1,1,1,72,3,1,2,5,2,2,9,4,1,4,3,1,4,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1600,1,0,0,0,0,0
5,1,1,1,63,3,1,1,5,2,3,9,4,1,4,3,1,4,5,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,636,1,0,0,0,0,1
3,1,1,1,36,3,1,2,5,2,2,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,276,1,0,0,0,0,0
5,1,1,1,72,3,1,2,5,2,2,6,4,1,4,3,4,1,3,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,175,1,0,0,0,1,1
3,1,1,1,36,2,1,2,5,2,3,6,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,409,1,0,0,0,0,0
5,1,1,1,52,3,1,2,5,2,2,6,4,1,4,3,4,1,3,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,480,1,0,0,0,0,1
3,1,1,1,40,3,1,2,5,2,3,6,4,1,4,3,4,1,3,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,450,1,0,0,0,0,0
1,1,1,1,35,9,2,0,9,0,2,9,4,1,4,4,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,400,1,0,0,0,0,0
4,1,1,1,45,3,1,2,5,2,2,9,4,1,4,3,4,1,3,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,1,0,0,0,0,1
1,1,1,1,30,8,2,0,9,0,1,8,4,1,4,4,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,1,0,0,0,0,0
3,1,1,1,60,2,1,2,5,2,2,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,385,1,0,0,0,0,0
4,1,1,1,35,3,1,2,5,2,2,6,4,1,4,3,4,1,3,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,400,1,0,0,0,0,0
3,1,1,1,42,2,1,2,5,2,2,9,4,1,4,3,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,385,1,0,0,0,1,0
5,1,1,1,70,3,1,2,5,2,2,6,4,1,4,3,4,1,5,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,350,1,0,0,0,0,1
4,1,1,1,30,3,1,2,5,2,2,8,4,1,4,4,4,1,3,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,520,1,0,0,0,0,1
3,1,1,1,40,2,1,2,4,2,2,6,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,489,1,0,0,0,0,0
3,1,1,1,74,3,1,2,5,2,2,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,358,1,0,0,0,0,0
6,1,1,1,38,2,1,2,5,2,2,6,4,1,4,4,4,1,3,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,362,1,0,0,0,0,1
3,1,1,1,40,3,1,2,5,2,2,6,4,1,4,3,4,1,3,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,400,1,0,0,0,0,0
4,1,1,1,50,3,1,2,5,2,4,6,4,1,4,4,4,3,6,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,500,1,0,0,0,0,0
4,1,1,1,50,3,1,1,4,1,6,5,4,1,3,2,1,0,3,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,10000,1,0,0,0,0,1
3,1,1,2,50,7,5,2,9,0,2,8,4,1,5,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,1,0,0,0,1,0
1,1,1,1,45,9,2,0,9,0,2,8,4,1,4,4,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,95,1,0,0,0,1,0
1,1,1,1,40,3,1,2,6,2,1,1,4,1,4,4,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,80,1,0,0,0,1,0
2,1,1,1,40,9,2,0,5,1,1,8,4,1,4,4,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1100,1,0,0,0,1,0
3,1,1,1,60,3,1,1,5,1,2,7,4,1,4,4,4,1,3,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,2000,1,0,0,0,1,0
3,1,1,1,45,3,1,2,5,2,2,9,4,1,4,4,2,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,345,1,0,0,0,0,0
3,1,1,1,54,3,1,2,5,2,2,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,9900,1,0,0,0,0,0
4,1,1,1,40,3,1,2,5,2,2,9,4,1,4,4,4,1,3,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,12740,1,0,0,0,0,1
2,1,1,1,70,2,1,2,5,2,3,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,5600,1,0,0,0,0,0
4,1,1,1,54,3,1,2,5,2,3,9,4,1,4,4,4,1,3,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,9618,1,0,0,0,0,1
4,1,1,1,99,3,1,2,5,2,2,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,3625,1,0,0,0,0,0
3,1,1,1,54,3,1,2,5,2,2,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,3545,1,0,0,0,0,0
2,1,1,1,48,3,1,2,5,2,3,5,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,2500,1,0,0,0,1,0
2,1,1,1,46,3,1,2,5,2,3,5,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,10000,1,0,0,0,1,0
2,1,1,1,90,3,1,2,3,2,3,6,4,1,3,4,4,3,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,7500,1,0,0,0,0,0
2,1,1,1,40,9,2,0,9,0,2,5,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2500,1,0,0,0,1,0
4,1,1,1,60,3,1,2,5,2,4,5,4,1,4,4,4,1,3,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,10000,1,0,0,0,1,0
2,1,1,1,60,9,2,0,9,0,3,8,4,1,4,4,1,4,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,10000,1,0,0,0,1,0
3,1,1,1,40,3,1,2,5,2,3,5,4,1,4,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2600,1,0,0,0,1,0
4,1,1,1,40,2,1,2,6,2,2,1,4,1,4,4,1,4,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,600,1,0,0,0,1,1
3,1,1,1,30,3,1,1,5,2,3,9,4,1,4,4,4,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,100,1,0,0,0,1,0
3,1,1,1,54,6,1,2,7,2,2,6,4,1,4,4,1,3,3,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,120,1,0,0,0,1,1
3,1,1,1,303,9,2,0,9,0,2,8,4,1,4,4,1,4,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,865,1,0,0,2,1,0
3,1,1,1,72,7,2,0,5,2,3,3,4,1,4,4,4,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,500,1,0,0,0,0,0
2,1,1,1,42,3,1,2,5,2,2,6,4,1,4,4,1,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1570,1,0,0,0,0,0
4,1,1,1,100,6,1,2,5,2,4,6,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,200,1,0,0,0,1,0
3,1,1,1,54,3,1,1,5,2,4,6,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,508,1,0,0,0,0,0
4,1,1,1,42,3,1,2,5,2,3,6,4,1,4,4,4,1,3,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,530,1,0,0,0,0,0
4,1,1,1,54,3,1,2,5,2,2,6,4,1,4,4,1,4,4,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,100,1,0,0,0,1,1
3,1,1,1,36,3,1,2,5,2,2,8,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1538,1,0,0,0,1,0
3,1,1,1,30,2,2,0,9,0,2,6,4,1,4,4,1,4,6,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,70,1,0,0,0,1,1
3,1,1,1,35,3,2,0,5,2,3,6,4,1,4,4,4,1,3,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,750,1,0,0,0,1,1
3,1,1,1,40,3,1,2,6,2,1,8,4,1,4,4,4,1,3,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,95,1,0,0,0,1,0
3,1,1,1,35,3,1,2,5,2,1,6,4,1,4,4,1,4,4,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,70,1,0,0,0,0,0
3,1,1,1,76,2,1,2,5,1,3,6,4,1,4,3,1,4,6,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,760,1,0,0,0,1,0
3,1,1,1,60,7,5,2,9,0,2,6,4,1,4,4,1,4,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,410,1,0,0,0,0,0
3,1,1,1,35,2,1,2,9,0,2,6,4,1,4,4,3,2,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,380,1,0,0,0,0,0
3,1,1,1,40,2,1,2,9,0,2,9,4,1,4,4,1,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,360,1,0,0,0,0,0
2,1,1,1,42,7,2,0,9,0,2,7,4,1,4,4,1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,800,1,0,0,0,0,0
3,1,1,1,54,3,1,2,5,2,2,6,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1500,1,0,0,0,0,0
3,1,1,1,45,3,1,2,9,0,2,7,4,1,4,4,1,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,500,1,0,0,0,0,0
2,1,1,1,64,3,1,2,5,2,3,6,4,1,4,4,4,1,3,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,974,1,0,0,0,0,0
2,1,1,1,57,3,1,1,5,1,3,6,4,1,3,4,4,1,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,933,1,0,0,0,0,0
2,1,1,1,51,3,2,0,9,0,2,8,4,1,4,4,1,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2000,1,0,0,0,0,0
2,1,1,1,50,3,1,1,5,1,2,9,4,1,4,4,1,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1126,1,0,0,0,0,0
5,1,1,1,48,3,1,2,6,2,2,6,4,1,4,4,4,1,3,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,2300,1,0,0,2,0,1
2,1,1,1,37,7,5,2,9,0,2,8,4,1,4,4,1,4,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1200,1,0,0,0,1,0
3,1,1,4,35,7,5,2,9,0,1,1,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0,0,0,1,0
2,1,1,1,30,7,5,2,9,0,2,1,4,1,4,4,1,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1200,1,0,0,0,1,0
1,1,1,1,30,7,5,2,9,0,2,1,4,1,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5000,1,0,0,0,0,0
3,1,1,1,24,7,5,2,9,0,1,1,4,1,4,4,1,4,4,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,800,1,0,0,0,0,1
2,1,1,1,25,5,5,2,9,0,1,1,4,1,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1000,1,0,0,0,1,0
3,1,1,1,26,7,5,2,9,0,1,1,4,1,4,4,1,4,4,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,600,1,0,0,0,1,1
3,1,1,1,42,7,5,2,9,0,2,1,4,1,4,4,1,4,4,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1000,1,0,0,0,1,1
2,1,1,1,37,7,5,2,6,2,2,1,4,1,4,4,1,4,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1700,1,0,0,0,1,0
2,1,1,2,32,2,1,2,5,2,2,8,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
3,1,1,2,47,2,1,2,5,2,1,8,4,1,4,4,1,0,5,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0
2,1,1,1,36,9,2,0,5,2,2,8,4,1,4,4,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,215,1,0,0,0,1,0
1,1,1,2,22,9,2,0,5,2,1,9,4,1,4,4,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,100,1,0,0,0,1,0
4,1,1,2,45,3,1,1,5,2,3,6,1,1,4,4,1,0,6,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,200,1,0,0,0,1,0
2,1,1,2,36,9,2,0,9,0,2,8,4,1,4,4,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
4,1,1,2,60,3,2,0,5,2,3,7,4,1,4,4,4,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,90,1,0,0,0,1,0
5,1,1,1,108,3,1,2,5,2,3,9,4,1,4,4,1,0,4,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,162,1,0,0,0,1,0
4,1,1,1,60,3,1,1,5,2,3,7,4,1,4,4,4,1,3,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,150,1,0,0,0,0,0
2,1,1,1,40,2,2,0,5,2,3,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,60,1,0,0,0,1,0
5,1,1,1,75,3,1,2,5,2,3,9,4,1,4,4,4,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,100,1,0,0,0,0,1
2,1,1,1,60,3,1,2,5,2,3,7,4,1,3,4,4,1,3,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,113,1,0,0,0,1,0
5,1,1,2,70,3,1,2,5,2,3,8,4,1,4,4,1,0,4,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,105,1,0,0,0,1,0
5,1,1,1,44,3,1,2,5,2,3,6,4,1,4,4,1,4,4,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
5,1,1,1,60,3,1,1,5,2,2,6,4,1,4,3,4,1,2,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1
4,1,1,2,48,3,1,2,6,2,2,7,4,1,4,4,4,1,2,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1
4,1,1,1,48,3,1,1,5,2,2,6,4,1,4,3,4,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0
5,1,1,1,91,3,1,2,5,2,2,1,4,1,4,4,1,4,4,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
2,1,1,1,60,9,2,0,5,2,2,6,4,1,4,4,2,2,4,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,300,1,0,0,0,1,0
3,1,1,1,54,3,1,1,5,1,3,6,4,1,4,3,4,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,3500,1,0,0,3,0,0
4,1,1,1,35,2,3,2,5,2,3,6,4,1,4,4,1,0,5,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,92,1,0,0,0,1,1
3,1,1,1,50,2,1,2,5,2,2,9,4,1,4,4,4,1,2,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,12500,1,0,0,0,1,0
5,1,1,1,81,3,1,1,5,1,3,6,4,1,4,3,4,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,400,1,0,0,5,0,1
5,1,1,1,40,3,1,1,5,1,2,6,4,1,4,3,4,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,165,1,0,0,0,1,1
4,1,1,2,45,3,1,1,5,1,2,6,4,1,4,3,4,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,86,1,0,0,0,1,1
3,1,1,1,40,3,1,1,5,1,2,6,4,1,4,3,4,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,120,1,0,0,0,1,0
4,1,1,1,45,2,2,0,5,2,2,6,4,1,4,3,4,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,90,1,0,0,0,0,1
2,1,1,1,40,2,2,0,5,2,2,6,4,1,4,3,4,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,86,1,0,0,0,1,0
4,1,1,1,50,2,3,2,5,2,2,6,4,1,4,4,4,1,2,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,77,1,0,0,0,1,0
3,1,1,1,42,2,1,2,5,2,2,5,4,1,4,4,4,1,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,500,1,0,0,0,1,0
4,1,3,2,54,3,1,2,5,1,3,6,4,1,4,3,3,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1000,1,0,0,0,0,1
5,1,1,1,54,3,1,1,5,2,3,6,4,1,4,3,4,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,3500,1,0,0,0,1,0
2,1,1,1,50,8,2,0,5,2,2,9,4,1,4,4,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,1,0,0,0,1,0
3,1,1,1,45,1,7,0,9,0,2,9,4,1,4,4,3,2,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,100,1,0,0,0,1,0
2,1,1,1,90,8,2,0,5,2,2,9,4,1,4,4,2,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,290,1,0,0,0,0,0
3,1,1,1,180,8,2,0,5,2,2,6,4,1,4,4,2,4,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,200,1,0,0,0,1,0
3,1,1,1,150,8,2,0,5,2,2,9,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,300,1,0,0,0,1,0
2,1,1,1,120,2,2,0,5,2,3,9,4,1,4,4,2,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,255,1,0,0,3,1,0
4,1,1,1,250,2,1,2,5,2,3,6,4,1,4,3,2,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,400,1,0,0,0,1,0
2,1,1,1,100,2,2,0,5,2,2,6,4,1,4,4,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,1,0,0,0,1,0
5,1,1,1,180,3,5,2,5,2,3,6,4,1,4,4,4,1,2,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,200,1,0,0,9,1,0
3,1,1,1,150,8,2,0,5,2,2,9,4,1,4,4,2,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,200,1,0,0,0,1,0
2,1,1,1,110,7,2,0,5,2,3,6,4,1,4,4,2,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,225,1,0,0,0,1,0
2,1,1,1,85,8,2,0,5,2,2,1,4,1,4,4,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,285,1,0,0,0,0,0
4,1,1,1,250,3,1,1,5,1,3,5,4,1,4,3,4,1,4,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,2000,1,0,0,0,0,0
2,1,1,1,51,3,2,0,5,2,2,6,4,1,4,4,4,1,4,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,105,1,0,0,0,1,0
3,1,1,1,72,3,1,2,5,2,2,9,4,1,4,4,2,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,200,1,0,0,0,1,0
3,1,1,1,250,3,1,2,5,2,3,6,4,1,4,3,4,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,300,1,0,0,0,0,0
2,1,1,1,40,9,2,0,5,2,2,9,4,1,4,4,1,4,5,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,1,0,0,0,1,0
3,1,1,1,40,3,2,0,5,2,3,9,4,1,4,4,4,1,3,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,6500,1,0,0,0,0,0
2,1,1,1,36,2,2,0,5,2,2,9,4,1,4,4,1,4,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,60,1,0,0,0,1,0
4,1,1,1,35,3,1,2,5,2,2,9,4,1,4,4,4,1,3,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,6000,1,0,0,0,1,1
2,1,1,1,40,9,2,0,5,2,2,9,4,1,4,4,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,1,0,0,0,1,0
2,1,1,1,40,9,2,0,5,2,2,9,4,1,4,4,1,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,120,1,0,0,0,1,0
3,1,1,1,40,2,2,0,5,2,3,6,4,1,4,4,4,1,2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,500,1,0,0,0,1,0
2,1,1,1,36,2,2,0,5,2,2,6,4,1,4,4,1,4,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,48,1,0,0,0,1,0
2,1,1,1,40,9,2,0,5,2,2,9,4,1,4,4,1,4,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,70,1,0,0,0,1,0
2,1,1,1,46,9,2,0,5,2,3,6,4,1,4,4,1,4,5,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,2500,1,0,0,0,1,0
4,1,1,1,36,2,1,2,5,2,2,9,4,1,5,4,1,4,5,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,150,1,0,0,0,1,0
2,1,1,1,54,9,2,0,5,2,4,6,4,1,4,4,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2600,1,0,0,0,0,0
6,1,1,1,52,3,1,2,5,2,3,6,4,1,4,4,1,4,5,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,4500,1,0,0,0,1,1
4,1,1,1,48,2,1,2,5,2,3,5,4,1,4,4,4,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,310,1,0,0,0,1,0
5,1,1,1,40,3,2,0,5,2,3,5,4,1,4,3,4,1,2,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,100,1,0,0,0,0,1
3,1,1,2,40,9,2,0,5,2,3,3,4,1,4,4,4,1,2,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,500,1,0,0,0,0,1
4,1,1,1,40,3,1,1,5,1,2,5,4,1,4,4,2,2,3,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,500,1,0,0,0,0,1
4,1,1,1,50,3,1,1,5,2,3,5,4,1,4,4,4,1,2,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,200,1,0,0,0,1,0
2,1,1,1,35,9,2,0,5,2,2,5,4,1,4,4,1,4,6,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,300,1,0,0,0,0,0
3,1,1,1,40,9,2,0,5,2,1,5,4,1,4,4,2,2,3,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,300,1,0,0,0,0,1
2,1,1,2,24,9,2,0,5,2,2,8,4,1,4,3,4,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,50,1,0,0,0,0,0
3,1,1,1,40,3,1,2,5,2,2,5,4,1,4,4,4,1,3,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,350,1,0,0,0,0,0
